ID,Text,Sentiment
LCF-15030,"Why am I imagining Phuwin says ""Sawadee kap"" and then there's Living For You intro 555555 well, I guess this is when Nuengdiao's bar becomes famous cause you get to see 2 handsome bartenders 😂😭
#PondPhuwinFMinVietnam 
#PondPhuwin 
#ppnaravit 
#phuwintang",Positive
LCF-15235,THANK YOU SOOO MUCH 😭,Positive
LCF-15259,why do we always get blamed for straight women queer baiting 😭,Negative
LCF-15356,"Not that I love the heroes, I’ve just rewatched the show like 4 times in a row and I’m going on the 5th time now😭😭 Anyways, Eraserhead is my favorite, but then I can’t choose between Fatgum and Mic 😭😭",Positive
LCF-15356,"Not that I love the heroes, I’ve just rewatched the show like 4 times in a row and I’m going on the 5th time now😭😭 Anyways, Eraserhead is my favorite, but then I can’t choose between Fatgum and Mic 😭😭",Positive
LCF-15369,i used to think this but then i got one once and it made me even sadder 😭,Negative
LCF-15507,What if I forget to ask you later 😭,Negative
LCF-15566,Idk what happened but I'm laughing so hard at all of this 😭,Positive
LCF-15608,"When hui post this and the singer itself havent post it yet, me in confuse is he did the challenge by himself 😭😭😭",Negative
LCF-15699,I really nuh like tennis shoes cause all I pic da heels with all the outfits she had on in this movie 😭,Negative
LCF-15763,"chanbaek, don’t go live,, nature rly is healing 😭",Negative
LCF-15853,I hope taylor debunks this awful rumour on her next tour 😭,Negative
LCF-15884,the code doesn’t work 😭😭 god I cant justify spending that much on a toy,Negative
LCF-15889,Ppl really be like that lol. 😭🤣🤣,Positive
LCF-15922,Stay off my shit @ bae 😭😭,Negative
LCF-15936,It ain't even out yet 😭,Negative
LCF-16019,I know my nigga be cheating down because I do too 😭,Negative
LCF-16072,"that tweet has me mentally and physically and emotionally confused rn 🥹 im not even that high rn i just dont know half the terms used , whats a campari or pronoun mode 😭, im mentally ill tho so i used to take vyvanse but it didnt work ☠️",Negative
LCF-16072,"that tweet has me mentally and physically and emotionally confused rn 🥹 im not even that high rn i just dont know half the terms used , whats a campari or pronoun mode 😭, im mentally ill tho so i used to take vyvanse but it didnt work ☠️",Negative
LCF-16098,Lmao it actually looks interesting this season but I don’t wanna get that invested again 😭,Negative
LCF-16129,Too many missed memories and opportunities 😭😭😭😭😭😭,Negative
LCF-16208,I miss the drive in.  😭🙂,Negative
LCF-16454,Me too 😭 3 episodes to wrap everything up was not enough,Negative
LCF-16459,today i called my facebook cover my header 😭😭,Positive
LCF-16549,what even is that 😭😭😭,Negative
LCF-16602,Ashfkgjsgs thank you so much 😭😭💖💖 That means a LOT to me,Positive
LCF-16641,It still blows me he used niggas as a comma 😭,Positive
LCF-16673,Go ahead...you can't kill me more anyway 😭😭😭,Negative
LCF-16733,i want too😭,Negative
LCF-17034,Lmao if Ronaldo plays as winger you will literally cry 😭,Negative
LCF-17035,Yea I grew up playing it with my dad we beat gears 1-3 really good game with a good story and amazing characters about to go play it now I’m bored 😭,Positive
LCF-17173,"What are you even talking about 😭, shenhe is litterally considered than most by litteral adpetus she isn't just some experienced fighter, my girl had to have homicidal urges restrained and is constantly trying using adpetal art which were bestowed by morax to adepti",Negative
LCF-17182,i’m crying she in the comments saying chill she got a gf 😭😭,Positive
LCF-17245,I know 😭😭😭 one day,Negative
LCF-17323,I’m screaming at all the cards.😭🙈,Negative
LCF-17429,"Season 1,the only one I didn't finish 😭",Negative
LCF-17452,Don’t never see food like this in the Winter 😭😭 But as soon as the sun come out 🙄😤🤨,Negative
LCF-17571,Why nobody told me that the new Avatar is a 3 hour movie!!? 😭these kids are about to have movie night by themselves!! 😅,Negative
LCF-17650,I’m not ready for break to be over 😩😭😭😭😭😴 we’re playing hooky Monday 🤣🤣,Negative
LCF-17758,Ain’t no Studio’n Cuz😂 that’s what I need this battle for then my Back Ends a be Triple No Kizzy🗣️😭Nah fr tho,Positive
LCF-17966,yeosang if you’re reading this please don’t ever cut your hair 😭😭,Negative
LCF-18057,😭🙂 Bruh people are crazy,Positive
LCF-18090,😭😭😭😭 terrible lmao,Negative
LCF-18155,"HAHAJSHAHAHS it’s understandable naman broo dw dw,, I’m sure we all have that one drunk moment natin to be embarrassed about😭",Positive
LCF-18300,"After 6 fuckinn years they broke up 
How do you take it women 😭",Negative
LCF-18544,"zhanghao: first ep, him with the yuehuaz
jeonghyeon: that 주세요 clip of him with jianyu 😭",Unconfident
LCF-18554,probably the only part that stayed😭,Negative
LCF-18560,completely forgot its easter weekend which means all my family is here and a lot of cooking 😭😭 ive made so many tamales,Positive
LCF-18983,3 whole years that truly made me sooo freaking happy …. Thank you owl house 😭😭💜💜💜,Positive
LCF-19061,I’m still not over a guy I started liking back in 2015 😭😭😭,Negative
LCF-19132,playing weirdmageddon right after the owl house ending is insane i thought this nigga bill cipher was boutta kill everyone 😭😭😭,Positive
LCF-19170,Tyson said trump looks like a cardboard cut out here and im crying 😭,Positive
LCF-19225,GIRL SAME 😭 this tweet made me go check and to my surprised i’m also blocked ☠️,Negative
LCF-19297,"TOH SPOILERS//
.
.
.
.
.
.
NO BECAUSE WHY THEY GOTTA DO AMITY LIKE THAT 😭",Negative
LCF-19313,wait can i have the full first clip on the video? i’ve been looking for it for ages and i can’t find it 😭,Negative
LCF-19325,JACKIE IS WILD 😭😭😭 I can’t with this season,Positive
LCF-19471,he honestly will 😭😭😭,Negative
LCF-19475,Alien a sing nf by this block party in ghetto 😭😭😭😭 the boii a mash up the place selebembeveeme,Positive
LCF-19498,what ss 😭😭,Negative
LCF-19710,the laugh I let out 😭😭😭,Positive
LCF-19770,"//TOH spoilers 
.
.
.
.
.
.
.
That finale was everything!  EVERYBODY GROWN UP & HAPPY! A big thank you & the incredible Owl House staff for an amazing series! 

Been watching for such a long time! 

Got me about to tear up fr! 🥹😭 #TheOwlHouseFinale",Positive
LCF-19770,"//TOH spoilers 
.
.
.
.
.
.
.
That finale was everything!  EVERYBODY GROWN UP & HAPPY! A big thank you & the incredible Owl House staff for an amazing series! 

Been watching for such a long time! 

Got me about to tear up fr! 🥹😭 #TheOwlHouseFinale",Positive
LCF-41,My toxic trait? I can listen to a particular song for weeks or even months till I’m fully satisfied and the artist has started begging for water😭,Positive
LCF-51,Aye trump really court side rn ? 😭,Positive
LCF-165,You people are funny 🤣 it's not like that 🤣😭,Positive
LCF-354,Paeshyns what I’m not finna do is play with you 🤣🤣😭😭😂😂😂😂😂😂 SCREAMINGGGGG,Negative
LCF-443,What? I would bring him home like NOW NOW 😭😭😭😭😭,Negative
LCF-472,the gfriend erasure is insane… subvocals covering main vocal parts and still delivering a perfect performance is not something every group can do 😭,Positive
LCF-474,The pcd is real and it keeps on stacking 😭,Negative
LCF-540,"like i said, enjoy the curse. not gonna argue w someone who can't even use the right screenshot 😭",Negative
LCF-840,the colors 😭 just *perfect*,Negative
LCF-974,all my life I had to fight😭😂,Negative
LCF-1097,i dumped it down the drown 😭,Negative
LCF-1312,What's the title thooo 😭,Negative
LCF-1440,girl fvck Kesha & you 😭. I’ll be streaming regardless. Music is music,Negative
LCF-1593,"I refused to believe this until Tay said so, but still I don't want them to break up😭😭😭",Negative
LCF-1606,STPP ASKING SO MANY QUESTIONS and we were taking shots at like 11😭,Negative
LCF-1615,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 ه,Unconfident
LCF-1615,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 ه,Unconfident
LCF-1727,I can’t ever sit passenger seat without critiquing the driver bcus who taught you how to drive 😭😭,Negative
LCF-1738,bros so chronically online hes digging up tweets from almost 3 years ago 😭,Negative
LCF-1770,"classmate that sits in front of me is always on a mandarin version of ao3, brightness on max and all 😭 good for her tbh",Positive
LCF-1779,"+ so that she can breathe comfortably, and then the mangalsutra on Akshara's neck is broken, the sindoor water comes out, then Akshara says Abhi, then he smiles
and then they realize the truth, Abhi leaves Akshara and walks away, Akshara looks after him
🤞🤞😭

💔😭😭 I hate dkp",Negative
LCF-1779,"+ so that she can breathe comfortably, and then the mangalsutra on Akshara's neck is broken, the sindoor water comes out, then Akshara says Abhi, then he smiles
and then they realize the truth, Abhi leaves Akshara and walks away, Akshara looks after him
🤞🤞😭

💔😭😭 I hate dkp",Negative
LCF-2074,it was the only thing on my mind 😭,Negative
LCF-2170,How is he this creative😭😭😭,Positive
LCF-2221,it was easy as shit today give it a try 😭😭,Positive
LCF-2252,I was convinced they were gonna get married soon 😭😭,Negative
LCF-2268,"I just want to say thank you so much to all my fellow FreenBecky fans who followed me i really appreciate each and every one of you 🫶🏻 🧚🏻‍♂️🦋
and for those i haven't followed back yet, I'm so sorry i already reached my limit AGAIN 😭 will continue after the restrictions lifted.",Negative
LCF-2309,WHAT DID YOU EVEN SAY 😭,Positive
LCF-2316,3 HOURS ?! 😭😭😭 wait i wanna see ur cosplay for her if u don't mind,Negative
LCF-2391,Eye contact in twerk videos is always scary cause they be so focused😭,Negative
LCF-2421,HELP 😭 I fell asleep laughing over that btw now I woke up laughing over it still.. why are u my aspiring comedian huh,Positive
LCF-2526,like what does it even say 😭😭😭,Negative
LCF-2566,"I hope it’s not real, that’s what I heard, too.:,😭",Negative
LCF-2651,WHY DID YOU HAVE TO SAY IT??? 😭😭😭,Negative
LCF-2692,i wish i was one of the girls who just woke up pretty as hell everyday. 😭😭😭 damn.,Negative
LCF-2741,no shot bro got taken out by 25 cents 😭,Positive
LCF-2963,No I’m just saying like they both progressed but they were bad for that time. Cause besides these two Ahem Kokila were the other bad ones but now it’s these two. Ik Kokila could never be Manjiri😭💀,Negative
LCF-3023,He’s got a restraining order 😭,Negative
LCF-3026,ion like tha way that ended like wtf😭😭😭,Negative
LCF-3101,it’s why these tweets are annoying bc americans don’t sing in an american accent either 😭,Negative
LCF-3267,What makes you think I want your number after you tip me $2 on a $80 tab?! Be soooo fr rn😭,Negative
LCF-3445,"I’m so sorry, but I LOVE this type😭😭",Positive
LCF-3475,yo a vos😭😭,Unconfident
LCF-3513,SAME MY STOMACH IS IN KNOTS 😭😭😭😭,Negative
LCF-3901,He said he would end this league 😭,Negative
LCF-3949,Good analogy. KevinMcasshole is just jealous that his Mets got swept by the #1 Brewers 😭,Positive
LCF-3973,How tf is my phone always on 3% 😭,Negative
LCF-4142,I DONT 😭😭 its so hot yaar literally melting away,Negative
LCF-4190,wasn’t he just locked up 😭😭😭,Negative
LCF-4328,i didn't know stays are also on poetizer 😭 bungad AHAHAHA,Positive
LCF-4337,and barry jhay 😭,Unconfident
LCF-4364,"almost all of ph trends are about taylor and joe break up, and then there's olivia, jisoo, and rosé randomly sneaking in 😭",Negative
LCF-4544,"mygahd if thaiss didn't throw bichette out perhaps they scored another run here 😭

TEPERA GET IT TOGETHER!!!!!",Negative
LCF-4569,"Y’all are cooked, there’s no coming back from this 😭 #LeBron",Positive
LCF-4573,text him and tell him to meet somewhere 😭,Negative
LCF-4652,Mary J Blige was his lover and secretary working every day of the week and what that got her?😭😭😭😭😭😭😭,Negative
LCF-4756,that just means y’all don’t understand van AT ALL like 😭 she would be the last person to do that,Negative
LCF-5016,Brent been the man😭😭😍😍,Positive
LCF-5071,Rssss 😭 I’m drunk too,Positive
LCF-5088,I’ve been told the same but oh well🫠😭,Negative
LCF-5142,"Well, I'm done with #BigSky, and screaming because where's my resolution? 😭",Negative
LCF-5275,😭😭 please this is so out of character for the show idk anymore,Negative
LCF-5382,"LMAOO, the blink at the end😭",Positive
LCF-5500,leave zayn out of this madness 😭😭,Negative
LCF-5518,SHE SAID DNT EAT HER UP 😭,Negative
LCF-5589,it’s probably cause you’re my moot😭💀💀 she ran a blockchain and said she blocked 35k people skkdkd imagine being this jobless,Negative
LCF-5623,"eu com best song ever 😭😭😭😭 
little things 🤨🫠😶",Positive
LCF-5698,my one and only my LIFELINE😭,Negative
LCF-6073,yellow jackets is crazy 😭,Positive
LCF-6348,he’s really giving Jack Dawson here too 🥹😭❤️,Positive
LCF-6348,he’s really giving Jack Dawson here too 🥹😭❤️,Positive
LCF-6410,chill she look like a man 😭,Negative
LCF-6421,"Finally a behind the scene with Seowon😭😭 ngl they look so good together,wish there were more flashback scenes from 5 years ago huhu🤧

#비의도적연애담 
#UnintentionalLoveStory
#차서원 #임준혁
#YoonTaejoon #ChaInho
#비연담",Positive
LCF-6512,Wtf pedophilia got to do with murdering your own kind?😭😂,Positive
LCF-6531,"😭 
Education is not the amount of information that is put into your brain and runs riot there, undigested, all your life. 
- #SwamiVivekananda",Negative
LCF-6532,"My driver just gave me 2. Whew, I was freaking outtt 😭",Negative
LCF-6539,I’m so sorry but I can’t stop laughing at this 😭😭😭 ET the little alien 😭😂,Positive
LCF-6539,I’m so sorry but I can’t stop laughing at this 😭😭😭 ET the little alien 😭😂,Positive
LCF-6648,Lmaoo naur cause why did I start to believe you 😭,Positive
LCF-6669,seokjin coming home every weekend 😭😭😭😭,Negative
LCF-6674,"I GET YOU HAVING CURLIES HELL💀😭
I love my curls so much but its took sm time to take care of them💀",Negative
LCF-6695,The Olw House me marco para siempre😭😭😭,Unconfident
LCF-6775,yes when others can pronounce it rightt😭,Negative
LCF-6784,Josh was perfect for her fr I’ll never get over it 😭,Negative
LCF-7063,"(not srs) Y'ALL I ALMOST HAD A HEART ATTACK- i just saw break free era ariana on TV and i thought it was real, like in the present 😭😭the nostalgia tho 🥹",Negative
LCF-7063,"(not srs) Y'ALL I ALMOST HAD A HEART ATTACK- i just saw break free era ariana on TV and i thought it was real, like in the present 😭😭the nostalgia tho 🥹",Negative
LCF-7195,The long line for Karina's exhibition 😭,Negative
LCF-7387,actual q fans are not interested in the drama anymore…. we’re all busy worrying about eggs 😭,Negative
LCF-7560,What is it this time?😭,Negative
LCF-7902,""" i wanna teach you how forever feels.."" no more?? 😭😭",Negative
LCF-7938,That’s valid 😭😭😭 bruh push be going hard to them clipse days and now,Negative
LCF-7975,"Kicks me right in the heart no matter how often I hear it.

Iron and Wine do a really good cover of it, it's especially sad though 😭😂

#iliketowatch",Negative
LCF-7979,oh Simone is a menace actually like asking that question specifically to get that answer 😭😭,Negative
LCF-7987,Rot in hell 😭😭😭,Negative
LCF-8021,You’re so right 😭,Positive
LCF-8041,I am very offended I am not on this list 😭😭,Negative
LCF-8077,FINALLY someone gets it!!! Ahhh the lyrics in that song are some of my all time favorite. I mean…Do you miss the rogue who coaxed you into paradise and left you there???? 😭😭,Negative
LCF-8177,OHH😭HOPEFULLY ITS JUST THAT AND THEY DIDNT ACTUALLY BREAK UP,Positive
LCF-8220,How are Madrid so shit when it comes to league football😭😭😭,Negative
LCF-8245,mane istgg look like boats on my feet 😭,Negative
LCF-8316,love the edit but the timing😭😭,Negative
LCF-8920,People are realizing that is like the smart dev version of He is who Frank thought he was 😭🤣,Positive
LCF-9055,"i started my first hockey season with cicek but don't get to end it with him 😭

or luke but that's old news",Negative
LCF-9171,no wayyy you got Valerie on repeat 😭😭,Positive
LCF-9191,"i need new cont really badly, i have stick drift on both of them, the left turns off at 34%, and the right will say its instantly full 100% when I plug it in so the probably the header is so fucked up it cannot detect the capacity anymore, i really took the volvo L with this 1😭",Negative
LCF-9499,"Cheers, thats way too evil even for me who waits at the finish line 😭",Negative
LCF-9532,“The things I do for love” 😭,Negative
LCF-9554,"THEY KILLED IT

I ALMOST GOT HIT A FEW TIMES BY CROWD SURFERS THOU 😭😂",Positive
LCF-9658,thank u so much 😭♥️,Positive
LCF-9832,They need to have a fight night or a ppv fight in Detroit again dude 😭,Positive
LCF-10087,"If this woman is single and ready to mingle I dated her twin flame and I divorced him. 
😭😭.",Negative
LCF-10189,"// toh spoilers #TOHSPOILERS 

LOOK AT THEM 😭 HUNTLOW NATION HOW ARE WE FEELING?",Negative
LCF-10202,I block em once I start looking for their text😭,Positive
LCF-10205,You almost there 💀😭😭😭,Positive
LCF-10371,"my tl making me sick rn, basically saying taylor’s done easter eggs for her alleged breakup 😭 y’all she is still a real human being, please be respectful. if the rumors are true i sincerely hope she is okay! and if they aren’t true, i still hope she is okay",Negative
LCF-10495,"yup 😭also about 6th time watching the part in ""Surrender"" for mainly the music starting at *Meow* #StarTrekPicard",Positive
LCF-10532,I started listening to him when I was sick and thought I was dying LMAO. I feel like his mixtapes help me get over whatever I had 😩😭,Negative
LCF-10675,Every time my Grandpa brings up future funeral arrangements I be on the verge of tears. He’s 85 so these conversations need to be bad but I don’t like thinking about it 😭,Negative
LCF-10679,Glad to know I'm not the only weird one 😭,Positive
LCF-10920,Oops😭,Negative
LCF-11195,That’s crazy cuz every since I start telling the truth ion got no friends 😭😭😭😭,Negative
LCF-11374,I guess don’t be polite whenever you go there 😭,Negative
LCF-11441,"WHATS WRONG WITH IT ITS ZERO CALS, TASTY AND KINDA FILLING 😭",Positive
LCF-11502,I was ready to flip tables every night Bey sang resentment on the first on the run tour so I def get it 😭,Negative
LCF-11581,this photo is hilarious 😭😭,Positive
LCF-11736,I just woke up and this is just unbearable 😭☠️😭,Negative
LCF-11736,I just woke up and this is just unbearable 😭☠️😭,Negative
LCF-11817,And do cause I’m finna quit as a lash tech 😭😭😭,Negative
LCF-11850,"If the Mets lose any of the games, I want to see replies of just that 😭",Negative
LCF-11851,Baby need to hurry up & come back home😭🥹,Negative
LCF-11851,Baby need to hurry up & come back home😭🥹,Negative
LCF-11956,"QUOIENT ???! 🥹🥹🥹

Go unfollow ma famille 😂😂😂😭😭😭😭",Negative
LCF-11956,"QUOIENT ???! 🥹🥹🥹

Go unfollow ma famille 😂😂😂😭😭😭😭",Positive
LCF-11985,Mads nation it’s been a while and I’m back to sadly say how devastated I am to hear about TAY tay and Joe Joe. 😭😭😭,Negative
LCF-12198,I feel like more ppl would for the abusers if so many ppl didn’t go back to them 😭,Negative
LCF-12522,Ian even graduate 8th grade😭😭🤣we was inna pandemic,Positive
LCF-12725,YES KOYA HATES FIREWORKS HE STARTS SHAKING SO BAD HIS TEETH CHATTER 😭 THAT BITCH HOPES NOT TO SEE ME IN THE STREETS!,Positive
LCF-12755,Because I really need to start posting all my threads on there as well as promoting them 😭,Negative
LCF-12929,Omg idk who this is but ilysm😭💗,Positive
LCF-13078,Yk it’s a vibe when you forget about your phone 😭😩,Negative
LCF-13286,Tre songs gone wax one yall bitchs 2nite 😭😭😭😭🤣🤣🤣😭,Positive
LCF-13286,Tre songs gone wax one yall bitchs 2nite 😭😭😭😭🤣🤣🤣😭,Positive
LCF-13383,Thank you!! It’s all because of you and your community I even found out there was a livestream!! 😭🙏,Positive
LCF-13418,Bye the owl house finale was streaming and I didn't even know until I saw ppl crying about it ending 😭😭,Negative
LCF-13478,i could see him doing this 😭,Negative
LCF-13873,Nah do Code Veronica and lowkey they needa go back and give 3 the respect it shoulda got 💀 no reason it randomly got fucked over😭,Negative
LCF-14004,That is not the she he is asking for😭😭 oh the trauma this show gave me😭😭,Negative
LCF-14004,That is not the she he is asking for😭😭 oh the trauma this show gave me😭😭,Negative
LCF-14137,I hope that they get help tho. Like. I don't want anyone to attack them 😭 because I just think it's so funny. The message was so random and the PFP makes it funnier,Positive
LCF-14394,i cannot wait to get these teeth pulled monday my mouth hurt so bad 😭,Negative
LCF-14402,it’s so fucking cold in here 😭,Negative
LCF-14603,She actually told both of us off😭,Negative
LCF-14608,Everybody packed they shit and went to Mexico 😭👏🏿,Positive
LCF-14713,i’m doing both friend lol😭,Positive
LCF-14780,I’m the cold friend bitch and they have me outside at bombs 😭🫠😂💀,Negative
LCF-14811,IT DOES RIGHT!! i’ve never wanted to steal something so bad 😭 GIRL I WAS FUCKING SAD,Negative
LCF-15015,What’s in the front!?☠️😭😂😂,Positive
LCF-15231,"IM JUST HHH IM ILL, IM CRYING AND THROWING UP I WILL MISS YOU GUYS SO FKING MUCH TY FOR BEING A THING 😭😭😭
#TOHSPOILERS #lumity",Positive
LCF-15357,Niggas be worried bout the wrong things fr 😭,Positive
LCF-15453,This dawg running wild like he ain't a minister fgs 😭🤣.,Negative
LCF-15554,"I have 2 NCT Dream ATL tickets for sale on stubhub, I can’t go and really want to get some money back😭 they’re currently for $125 each but I’m willing to negotiate!! Sec 116, row H, seats 10 & 11💚#NCTDREAM #NCTDREAM_THEDREAMSHOW2_in_US #NCTDREAM_THEDREAMSHOW2 WTS WTB Atlanta",Negative
LCF-15709,Watching Matilda with Julie.. had 2 pause & ubereats us some triple chocolate meltdowns from Applebees so we can eat it while Ms Trunchbull forced Bruce to eat that chocolate cake 😭,Positive
LCF-15728,lmaoooo this off the subject but them vibrators had a hold on me 😭😂😂,Positive
LCF-15823,OFNSENTN yeah i litterally jsut straight up dont use it anymore 😭😭,Positive
LCF-15888,"I know people who love that stuff, I thought it was good 😭",Positive
LCF-15997,😭and you right about that. No way,Positive
LCF-16044,bitches be third party mad at you😭 shit don’t even be they business fool.,Negative
LCF-16103,The smile on my moms face today was worth this exhausting past two days 😭🥹💜🫶🏽🥳😮‍💨,Negative
LCF-16103,The smile on my moms face today was worth this exhausting past two days 😭🥹💜🫶🏽🥳😮‍💨,Positive
LCF-16142,i bought a refurbished iphone xr for 1700 (oct 2020) and it still works great! battery was at 93 when i bought it and now it’s 83 which decreased at a rate slower than new iphones 😭,Positive
LCF-16170,i literally sit down and study the lyrics till i can say them word for word bar for bar😭,Negative
LCF-16310,I’m scared for those too. I’m hoping the chicago sweeper makes them easier but only being able to save 15 times on pro terrifies me 😭,Negative
LCF-16333,once again.... wtb ANY zone or section literally does not matter i just want to be there guys please willing to pay the ticket price or higher also can PLEASEEEEE I BEG LET ME SEE HAECHAN 😭😭😭 #TDS2inKL,Negative
LCF-16399,if you see what you do 💀😭😭,Negative
LCF-16410,Raul is gassed 😭,Negative
LCF-16577,U can’t tell me his back didn’t make and s shape during that. I had to shut it off. 😭🤦🏾‍♂️ I was laughing at first but this shit not funny at all,Negative
LCF-16645,"I love being strong physically, mentally and emotionally that shit be giving me a high 😭😭😭😭",Positive
LCF-16941,my moms side is mexican😭 ive even said we just having pets as our kids and they just say okay and move on LOL,Positive
LCF-17088,Angels on the lead now 😭 Go Troutyyy,Positive
LCF-17156,Stop the fight bro😭😭😭😭,Negative
LCF-17189,"I never knew that when Tracer 85 win the championship, the lady who gave his trophy just went out and touch the mighty yeekies😭😭😭 - like she has to take the chance before it slipped away🤧

I want to touch that bouncy little things too🤧

cr 肉包子85

#WangYibo #WangYibo王一博…",Negative
LCF-17321,You could tell I don’t go out a bitch tired already 😭,Negative
LCF-17556,sial😭,Unconfident
LCF-17735,SHOULDVE BEEN NUMBER ONE!! WHY IS SHE LAST??😭😭😭,Negative
LCF-17786,What is hao doing in their room tho 😭 are they roommates or something,Negative
LCF-17882,Cold af but solid away day since I’ll always remember watching us on that pitch😭,Negative
LCF-17893,"but people hate Joey King and it will be a big issue about her.
and I have this doubt that taylor is just pranking us.
She keep her relationship private for 3 years and I don't think she will publicized this kind of issue just that easy 😭",Positive
LCF-17984,VAMPY YOU’RE SO PRETTY 😭 And similar to your model! 😳❤️,Positive
LCF-18030,"The ""And I hope I never lose you, hope it never ends"" My parents 💔 😭😭",Negative
LCF-18352,Omg did u decide on the cleansing balm you wanted 😭,Negative
LCF-18642,When they gave eliminated trainees more screentime than her during the finals 💀 gp was hell for us 😭,Negative
LCF-18660,Whoooo was telling ppl this!???😭,Negative
LCF-18677,"no some of them are funny like what is ""this luv, bruh"" 😭",Positive
LCF-18717,WHY DO I KEEP ATTRACTING SUBS?! I am smowl and need protecting!!’ 😭🥺,Positive
LCF-18723,I haven’t drank in a week and this beer & shot is hitting 😭,Negative
LCF-18786,Me not gonna believe unless they officially confirm it 😌 pero ansaket mamsh 😭,Unconfident
LCF-18889,i thought i posted it on circle 😭😭😭,Negative
LCF-18899,That’s women for you she straight tried to flip it 😂😂 he definitely shouldn’t have went thru that phone but damn 😭😭,Negative
LCF-18993,I work at gopuff warehouse & a lot of females ordering pregnancy tests 👀👀😭,Positive
LCF-18999,"Worst job I have ever had!! As the photographer, I vividly remember this yt lady telling the nigga in the easter bunny suit how to hold her babys head. And he's telling me ""nah, come get this lil mf"" 😭",Negative
LCF-19070,😭😭😭❤️😭😭,Positive
LCF-19070,😭😭😭❤️😭😭,Positive
LCF-19339,"// TOH SPOILERS

Ok to br critical for one moment
I really don't like that Hunter didn't even get to fight or confront Belos, I wanted him to kill that mf so bad 😭😭😭",Negative
LCF-19383,not another one 😭😭😭😭😭,Negative
LCF-19399,The way I started bowing too😭😭😭😭,Positive
LCF-19534,"Since January 1st 2020 its 13 times in 3 years and 4 months 
For context liverpool city is 10 times and thats only because city have bottled some cups, only 3 less and the el classico is 12 times 
3 more games 😭 people acting like we've played them double what others have",Negative
LCF-19543,FINISHED WATCHING TOH FINALE IM GONNA MISS THEM SM 😭,Negative
LCF-19594,My aunt forgot easter in malay and she said hari pasta instead of hari paskah 😭😭,Positive
LCF-19610,Remembering a girl dancing to this song and became my crush 😭 endha oorula irukalo,Unconfident
LCF-19653,N my jaw hurts from laughing 😭😭,Positive
SFWT-3,"wts lfb

carpool for treasure hello in manila day 2 (april 15)

• pick up/drop off: sm calamba/centro mall pulo/sm sta rosa/shopwise san pedro OR KAHIT SAN NYO GUSTO?? EMZ,,! 🤨🥲
need to take all slots before/on april 12 to push through ~~

5 SLOTS AVAIL! 

DM INCH",Positive
SFWT-74,I missed so much 🥲,Negative
SFWT-209,Gia has some really good shaped eyebrows.. but now she wants me to clean shape them for her 🥲,Positive
SFWT-221,I got some bad news today and I’m not handling it well ✌🏼🥲,Negative
SFWT-222,HOW ABOUT please dont ever become a stranger whose laugh i could recognize anywhere 🥲,Negative
SFWT-267,How tf is the Easter bunny suppose to hide eggs when it’s raining all night long 🥲,Negative
SFWT-347,"Oh, I voted just in time. Been a bit busy so didn't comment/QT. Missed the final round of wildcard though 🥲",Negative
SFWT-412,I was just talking about the snippet from Fallon 👀 but I have seen other people say things and I have no clue where they are getting them 🥲,Negative
SFWT-434,Tbh i think murdoch storyline in TSR is my fave 🤔🥲,Positive
SFWT-578,"3rd acc from corn x e tto, bcs 2 of my acc got 🍣🥲💔",Negative
SFWT-682,"Taemin, that cover was beautiful 🥲",Positive
SFWT-683,Can i have this playlist please 🥲,Positive
SFWT-750,just like somi who announced the ranks relatively faster than the other star masters 😭 i hope minhyun also announces it quickly since he too knows the anxiety of waiting for the ranks to be announced 🥲,Negative
SFWT-750,just like somi who announced the ranks relatively faster than the other star masters 😭 i hope minhyun also announces it quickly since he too knows the anxiety of waiting for the ranks to be announced 🥲,Negative
SFWT-773,"Don’t know much about characters expect for those in VBS so, I hope this is good 🥲",Positive
SFWT-912,this makes him miss him even more 🥲,Negative
SFWT-966,OMG AJAYLL IS BACKK??!! And got pop base tweeting this 🥲 shes the only legit reactor for suree,Positive
SFWT-1246,"it means, we have to strength our votes, both globally or domestically (kr). 

rukidans & riyangi, please, please understand that ricky isn't safe and we HAVE to prioritze him always. no pity votes cause it just harm his debut spot. 🥲",Negative
SFWT-1247,"Yappa! I have not told her all this. Marwana hai kya? 
Right now I'm upholding our generation's dignity only thanks to the fact that all her favourite bands are from our time - Queen, Scorpions etc 🥲",Positive
